image_id class_id super_class_id path
0 0 1 img/WOMEN/Dresses/id_00000002/02_1_front.jpg
1 0 1 img/WOMEN/Dresses/id_00000002/02_2_side.jpg
2 0 1 img/WOMEN/Dresses/id_00000002/02_4_full.jpg
3 0 1 img/WOMEN/Dresses/id_00000002/02_7_additional.jpg
4 1 1 img/WOMEN/Skirts/id_00000003/02_1_front.jpg
5 1 1 img/WOMEN/Skirts/id_00000003/02_2_side.jpg
6 1 1 img/WOMEN/Skirts/id_00000003/02_3_back.jpg
7 1 1 img/WOMEN/Skirts/id_00000003/02_4_full.jpg
8 1 1 img/WOMEN/Skirts/id_00000003/02_7_additional.jpg
9 2 1 img/WOMEN/Blouses_Shirts/id_00000004/03_1_front.jpg
10 2 1 img/WOMEN/Blouses_Shirts/id_00000004/03_3_back.jpg
11 2 1 img/WOMEN/Blouses_Shirts/id_00000004/03_7_additional.jpg
12 2 1 img/WOMEN/Blouses_Shirts/id_00000004/05_1_front.jpg
13 2 1 img/WOMEN/Blouses_Shirts/id_00000004/05_2_side.jpg
14 2 1 img/WOMEN/Blouses_Shirts/id_00000004/05_7_additional.jpg
15 3 1 img/WOMEN/Blouses_Shirts/id_00000005/02_1_front.jpg
16 3 1 img/WOMEN/Blouses_Shirts/id_00000005/02_2_side.jpg
17 3 1 img/WOMEN/Blouses_Shirts/id_00000005/02_4_full.jpg
18 3 1 img/WOMEN/Blouses_Shirts/id_00000005/02_7_additional.jpg
19 4 1 img/MEN/Sweatshirts_Hoodies/id_00000006/01_1_front.jpg
20 4 1 img/MEN/Sweatshirts_Hoodies/id_00000006/01_2_side.jpg
21 4 1 img/MEN/Sweatshirts_Hoodies/id_00000006/01_3_back.jpg
22 4 1 img/MEN/Sweatshirts_Hoodies/id_00000006/01_6_flat.jpg
23 4 1 img/MEN/Sweatshirts_Hoodies/id_00000006/01_7_additional.jpg
24 4 1 img/MEN/Sweatshirts_Hoodies/id_00000006/02_1_front.jpg
25 4 1 img/MEN/Sweatshirts_Hoodies/id_00000006/02_2_side.jpg
26 4 1 img/MEN/Sweatshirts_Hoodies/id_00000006/02_3_back.jpg
27 4 1 img/MEN/Sweatshirts_Hoodies/id_00000006/02_6_flat.jpg
28 4 1 img/MEN/Sweatshirts_Hoodies/id_00000006/02_7_additional.jpg
29 5 1 img/WOMEN/Dresses/id_00000009/02_1_front.jpg
30 5 1 img/WOMEN/Dresses/id_00000009/02_2_side.jpg
31 5 1 img/WOMEN/Dresses/id_00000009/02_3_back.jpg
32 5 1 img/WOMEN/Dresses/id_00000009/02_4_full.jpg
33 5 1 img/WOMEN/Dresses/id_00000009/02_7_additional.jpg
34 6 1 img/WOMEN/Cardigans/id_00000010/01_1_front.jpg
35 6 1 img/WOMEN/Cardigans/id_00000010/01_2_side.jpg
36 6 1 img/WOMEN/Cardigans/id_00000010/01_4_full.jpg
37 6 1 img/WOMEN/Cardigans/id_00000010/01_7_additional.jpg
38 6 1 img/WOMEN/Cardigans/id_00000010/02_1_front.jpg
39 6 1 img/WOMEN/Cardigans/id_00000010/02_2_side.jpg
40 6 1 img/WOMEN/Cardigans/id_00000010/02_7_additional.jpg
41 7 1 img/WOMEN/Jackets_Coats/id_00000013/03_1_front.jpg
42 7 1 img/WOMEN/Jackets_Coats/id_00000013/03_2_side.jpg
43 7 1 img/WOMEN/Jackets_Coats/id_00000013/03_3_back.jpg
44 7 1 img/WOMEN/Jackets_Coats/id_00000013/03_4_full.jpg
45 7 1 img/WOMEN/Jackets_Coats/id_00000013/03_7_additional.jpg
46 7 1 img/WOMEN/Jackets_Coats/id_00000013/05_1_front.jpg
47 7 1 img/WOMEN/Jackets_Coats/id_00000013/05_2_side.jpg
48 7 1 img/WOMEN/Jackets_Coats/id_00000013/05_4_full.jpg
49 7 1 img/WOMEN/Jackets_Coats/id_00000013/05_7_additional.jpg
50 8 1 img/WOMEN/Sweaters/id_00000014/01_1_front.jpg
51 8 1 img/WOMEN/Sweaters/id_00000014/01_2_side.jpg
52 8 1 img/WOMEN/Sweaters/id_00000014/01_3_back.jpg
53 8 1 img/WOMEN/Sweaters/id_00000014/01_4_full.jpg
54 9 1 img/WOMEN/Sweaters/id_00000018/02_1_front.jpg
55 9 1 img/WOMEN/Sweaters/id_00000018/02_3_back.jpg
56 9 1 img/WOMEN/Sweaters/id_00000018/02_7_additional.jpg
57 10 1 img/WOMEN/Tees_Tanks/id_00000020/04_1_front.jpg
58 10 1 img/WOMEN/Tees_Tanks/id_00000020/04_2_side.jpg
