image_id class_id super_class_id path
25883 3997 1 img/WOMEN/Blouses_Shirts/id_00000001/02_2_side.jpg
25885 3997 1 img/WOMEN/Blouses_Shirts/id_00000001/02_4_full.jpg
25887 3998 1 img/WOMEN/Tees_Tanks/id_00000007/01_2_side.jpg
25889 3998 1 img/WOMEN/Tees_Tanks/id_00000007/01_4_full.jpg
25890 3998 1 img/WOMEN/Tees_Tanks/id_00000007/01_6_flat.jpg
25892 3999 1 img/WOMEN/Dresses/id_00000008/02_7_additional.jpg
25894 4000 1 img/WOMEN/Dresses/id_00000011/02_2_side.jpg
25895 4000 1 img/WOMEN/Dresses/id_00000011/02_3_back.jpg
25898 4001 1 img/WOMEN/Tees_Tanks/id_00000012/02_3_back.jpg
25899 4001 1 img/WOMEN/Tees_Tanks/id_00000012/02_7_additional.jpg
25900 4002 1 img/WOMEN/Blouses_Shirts/id_00000015/02_1_front.jpg
25902 4002 1 img/WOMEN/Blouses_Shirts/id_00000015/02_3_back.jpg
25904 4002 1 img/WOMEN/Blouses_Shirts/id_00000015/02_7_additional.jpg
25906 4003 1 img/MEN/Sweaters/id_00000016/01_2_side.jpg
25908 4003 1 img/MEN/Sweaters/id_00000016/01_6_flat.jpg
25909 4003 1 img/MEN/Sweaters/id_00000016/01_7_additional.jpg
25912 4004 1 img/WOMEN/Tees_Tanks/id_00000017/01_3_back.jpg
25913 4004 1 img/WOMEN/Tees_Tanks/id_00000017/01_4_full.jpg
25915 4004 1 img/WOMEN/Tees_Tanks/id_00000017/02_2_side.jpg
25917 4004 1 img/WOMEN/Tees_Tanks/id_00000017/02_4_full.jpg
25919 4005 1 img/WOMEN/Graphic_Tees/id_00000019/01_2_side.jpg
25921 4005 1 img/WOMEN/Graphic_Tees/id_00000019/01_7_additional.jpg
25923 4006 1 img/WOMEN/Dresses/id_00000021/04_2_side.jpg
25924 4006 1 img/WOMEN/Dresses/id_00000021/04_3_back.jpg
25928 4006 1 img/WOMEN/Dresses/id_00000021/05_7_additional.jpg
25929 4006 1 img/WOMEN/Dresses/id_00000021/06_1_front.jpg
25931 4006 1 img/WOMEN/Dresses/id_00000021/06_7_additional.jpg
25932 4007 1 img/WOMEN/Tees_Tanks/id_00000026/05_1_front.jpg
25934 4007 1 img/WOMEN/Tees_Tanks/id_00000026/05_3_back.jpg
25936 4007 1 img/WOMEN/Tees_Tanks/id_00000026/06_1_front.jpg
25940 4007 1 img/WOMEN/Tees_Tanks/id_00000026/07_1_front.jpg
25942 4007 1 img/WOMEN/Tees_Tanks/id_00000026/07_4_full.jpg
25943 4007 1 img/WOMEN/Tees_Tanks/id_00000026/07_7_additional.jpg
25946 4007 1 img/WOMEN/Tees_Tanks/id_00000026/09_4_full.jpg
25947 4007 1 img/WOMEN/Tees_Tanks/id_00000026/09_7_additional.jpg
25948 4008 1 img/WOMEN/Dresses/id_00000027/01_1_front.jpg
25953 4008 1 img/WOMEN/Dresses/id_00000027/02_1_front.jpg
25955 4008 1 img/WOMEN/Dresses/id_00000027/02_3_back.jpg
25956 4008 1 img/WOMEN/Dresses/id_00000027/02_4_full.jpg
25957 4008 1 img/WOMEN/Dresses/id_00000027/02_7_additional.jpg
25960 4009 1 img/WOMEN/Blouses_Shirts/id_00000028/01_3_back.jpg
25961 4009 1 img/WOMEN/Blouses_Shirts/id_00000028/01_7_additional.jpg
25964 4010 1 img/WOMEN/Pants/id_00000029/04_3_back.jpg
25966 4010 1 img/WOMEN/Pants/id_00000029/06_1_front.jpg
25967 4010 1 img/WOMEN/Pants/id_00000029/06_2_side.jpg
25969 4010 1 img/WOMEN/Pants/id_00000029/06_7_additional.jpg
25970 4011 1 img/WOMEN/Blouses_Shirts/id_00000031/02_1_front.jpg
25971 4011 1 img/WOMEN/Blouses_Shirts/id_00000031/02_2_side.jpg
25974 4011 1 img/WOMEN/Blouses_Shirts/id_00000031/02_7_additional.jpg
25977 4012 1 img/WOMEN/Dresses/id_00000034/02_3_back.jpg
25978 4012 1 img/WOMEN/Dresses/id_00000034/02_7_additional.jpg
25979 4013 1 img/WOMEN/Dresses/id_00000035/03_1_front.jpg
25981 4013 1 img/WOMEN/Dresses/id_00000035/03_4_full.jpg
25982 4013 1 img/WOMEN/Dresses/id_00000035/03_7_additional.jpg
25984 4013 1 img/WOMEN/Dresses/id_00000035/04_2_side.jpg
25988 4013 1 img/WOMEN/Dresses/id_00000035/05_3_back.jpg
25989 4013 1 img/WOMEN/Dresses/id_00000035/05_7_additional.jpg
25992 4014 1 img/WOMEN/Cardigans/id_00000036/02_3_back.jpg
25993 4014 1 img/WOMEN/Cardigans/id_00000036/02_7_additional.jpg
25995 4015 1 img/WOMEN/Blouses_Shirts/id_00000040/03_3_back.jpg
25997 4015 1 img/WOMEN/Blouses_Shirts/id_00000040/03_7_additional.jpg
26000 4016 1 img/WOMEN/Dresses/id_00000042/02_3_back.jpg
26001 4016 1 img/WOMEN/Dresses/id_00000042/02_4_full.jpg
26002 4016 1 img/WOMEN/Dresses/id_00000042/02_7_additional.jpg
26004 4017 1 img/MEN/Tees_Tanks/id_00000045/01_2_side.jpg
26005 4017 1 img/MEN/Tees_Tanks/id_00000045/01_3_back.jpg
26007 4017 1 img/MEN/Tees_Tanks/id_00000045/01_7_additional.jpg
26009 4018 1 img/WOMEN/Graphic_Tees/id_00000046/01_2_side.jpg
26011 4018 1 img/WOMEN/Graphic_Tees/id_00000046/01_7_additional.jpg
26013 4019 1 img/MEN/Sweaters/id_00000049/01_2_side.jpg
26015 4019 1 img/MEN/Sweaters/id_00000049/01_6_flat.jpg
26016 4019 1 img/MEN/Sweaters/id_00000049/01_7_additional.jpg
26018 4020 1 img/WOMEN/Rompers_Jumpsuits/id_00000050/02_2_side.jpg
26019 4020 1 img/WOMEN/Rompers_Jumpsuits/id_00000050/02_3_back.jpg
26021 4020 1 img/WOMEN/Rompers_Jumpsuits/id_00000050/03_1_front.jpg
